file	W	H	mode	total_tiles_possible	valid_tiles	num_batches	t_decode_compute_ms	t_tile_compute_ms	t_decode_wait_ms	t_pre_ms	t_submit_ms	t_sync_wait_ms	t_total_ms	tile_per_s	img_per_s	avg_ms_per_tile_total	pre_ms_per_tile	note
test0.tif	2048	1536	fast_grid	54	54	1	952.379	5.512	944.603	175.579	74.034	223.325	7491.516	7.208	0.133484	138.731782	3.251456	warmup_sync_ms=6072.92
test10.tif	2048	1536	fast_grid	54	54	1	930.759	9.620	0.303	133.779	31.960	30.963	198.202	272.450	5.045367	3.670400	2.477391	
test11.tif	2048	1536	fast_grid	54	54	1	945.077	8.276	0.183	126.750	31.582	31.222	190.335	283.710	5.253896	3.524721	2.347216	
test12.tif	2048	1536	fast_grid	54	54	1	939.228	5.520	0.076	132.370	31.453	31.279	195.569	276.117	5.113286	3.621647	2.451290	
test13.tif	2048	1536	fast_grid	54	54	1	294.520	2.851	0.090	142.828	31.590	31.231	206.062	262.057	4.852903	3.815967	2.644970	
test14.tif	2048	1536	fast_grid	54	54	1	96.704	3.103	0.060	138.229	31.784	30.866	201.361	268.175	4.966205	3.728907	2.559804	
test15.tif	2048	1536	fast_grid	54	54	1	96.849	3.082	0.018	128.429	31.679	30.973	192.622	280.342	5.191527	3.567066	2.378306	
test16.tif	2048	1536	fast_grid	54	54	1	95.194	3.221	0.022	130.932	31.822	30.841	193.895	278.501	5.157428	3.590650	2.424669	
test17.tif	2048	1536	fast_grid	54	54	1	92.530	2.924	0.021	143.469	31.651	31.223	206.765	261.166	4.836401	3.828987	2.656831	
test18.tif	2048	1536	fast_grid	54	54	1	90.205	2.956	0.022	130.145	31.748	31.047	193.371	279.256	5.171405	3.580946	2.410099	
test19.tif	2048	1536	fast_grid	54	54	1	92.232	3.476	0.021	128.398	31.534	31.171	192.720	280.200	5.188883	3.568884	2.377749	
test1.tif	2048	1536	fast_grid	54	54	1	93.726	3.080	0.022	131.135	31.337	31.381	194.132	278.161	5.151130	3.595040	2.428422	
test20.tif	2048	1536	fast_grid	54	54	1	93.635	3.066	0.024	144.105	33.294	30.297	208.068	259.530	4.806119	3.853113	2.668619	
test21.tif	2048	1536	fast_grid	54	54	1	91.746	3.119	0.049	128.953	31.830	31.029	192.349	280.740	5.198895	3.562010	2.388017	
test22.tif	2048	1536	fast_grid	54	54	1	93.394	3.087	0.021	129.596	33.773	28.865	193.914	278.474	5.156919	3.591005	2.399929	
test23.tif	2048	1536	fast_grid	54	54	1	91.358	3.004	0.022	131.958	31.776	30.936	195.062	276.834	5.126563	3.612268	2.443668	
test24.tif	2048	1536	fast_grid	54	54	1	89.731	2.869	0.020	144.446	31.911	30.937	207.786	259.883	4.812655	3.847880	2.674932	
test25.tif	2048	1536	fast_grid	54	54	1	90.097	2.996	0.022	130.116	31.799	30.900	193.272	279.399	5.174053	3.579113	2.409552	
test26.tif	2048	1536	fast_grid	54	54	1	90.965	3.125	0.021	131.858	32.539	30.362	196.455	274.872	5.090217	3.638061	2.441819	
test27.tif	2048	1536	fast_grid	54	54	1	92.202	3.287	0.020	131.955	31.626	30.948	194.848	277.139	5.132200	3.608300	2.443614	
test28.tif	2048	1536	fast_grid	54	54	1	90.586	3.119	0.020	147.442	32.028	30.944	210.822	256.140	4.743333	3.904115	2.730414	
test29.tif	2048	1536	fast_grid	54	54	1	93.259	3.068	0.022	133.516	32.000	30.804	196.666	274.577	5.084756	3.641968	2.472517	
