file	W	H	mode	total_tiles_possible	valid_tiles	num_batches	t_decode_compute_ms	t_tile_compute_ms	t_decode_wait_ms	t_pre_ms	t_submit_ms	t_sync_wait_ms	t_total_ms	tile_per_s	img_per_s	avg_ms_per_tile_total	pre_ms_per_tile	note
test49.tif	2048	1536	fast_grid	54	54	1	47.236	2.804	0.019	137.537	36.636	26.759	201.355	268.183	4.966358	3.728793	2.546984	
test4.tif	2048	1536	fast_grid	54	54	1	54.696	3.507	0.017	137.129	34.682	28.714	201.003	268.653	4.975048	3.722280	2.539419	
test50.tif	2048	1536	fast_grid	54	54	1	47.271	2.983	0.024	137.487	34.455	28.903	201.357	268.181	4.966314	3.728825	2.546052	
test51.tif	2048	1536	fast_grid	54	54	1	47.036	2.791	0.023	144.339	34.537	28.739	208.085	259.509	4.805727	3.853427	2.672949	
test52.tif	2048	1536	fast_grid	54	54	1	51.213	3.383	0.024	129.980	34.184	28.987	195.244	276.577	5.121795	3.615630	2.407029	
test53.tif	2048	1536	fast_grid	54	54	1	52.136	3.457	0.021	134.449	34.076	29.143	198.139	272.537	5.046973	3.669233	2.489799	
test54.tif	2048	1536	fast_grid	54	54	1	47.908	2.888	0.019	140.623	34.182	29.012	204.198	264.450	4.897220	3.781435	2.604134	
test55.tif	2048	1536	fast_grid	54	54	1	52.419	3.439	0.023	135.045	34.366	28.773	198.672	271.805	5.033418	3.679114	2.500839	
test56.tif	2048	1536	fast_grid	54	54	1	50.573	2.840	0.018	137.681	34.342	28.997	201.473	268.026	4.963436	3.730988	2.549642	
test57.tif	2048	1536	fast_grid	54	54	1	54.938	3.745	0.018	138.815	34.011	29.274	202.550	266.601	4.937054	3.750925	2.570642	
test58.tif	2048	1536	fast_grid	54	54	1	50.688	3.048	0.018	143.081	35.269	27.934	206.760	261.172	4.836526	3.828888	2.649645	
test59.tif	2048	1536	fast_grid	54	54	1	50.615	2.788	0.027	146.115	34.554	28.895	210.083	257.041	4.760027	3.890423	2.705840	
test5.tif	2048	1536	fast_grid	54	54	1	51.877	3.279	0.036	128.891	34.032	29.088	194.231	278.019	5.148496	3.596880	2.386874	
test60.tif	2048	1536	fast_grid	54	54	1	49.077	3.286	0.038	138.056	33.984	29.087	201.630	267.818	4.959585	3.733885	2.556587	
test61.tif	2048	1536	fast_grid	54	54	1	53.892	3.790	0.028	139.339	34.311	29.043	203.153	265.810	4.922403	3.762089	2.580356	
test62.tif	2048	1536	fast_grid	54	54	1	52.277	3.375	0.027	132.975	34.330	28.933	196.675	274.565	5.084543	3.642121	2.462505	
test63.tif	2048	1536	fast_grid	54	54	1	47.115	2.818	0.018	215.660	35.666	27.828	279.558	193.162	3.577077	5.176997	3.993706	
test64.tif	2048	1536	fast_grid	54	54	1	53.498	3.568	0.019	184.845	34.438	29.013	248.684	217.143	4.021166	4.605260	3.423054	
test65.tif	2048	1536	fast_grid	54	54	1	48.150	2.977	0.020	203.194	34.445	28.840	266.862	202.352	3.747255	4.941889	3.762853	
test66.tif	2048	1536	fast_grid	54	54	1	46.873	2.805	0.017	172.686	34.196	28.891	236.122	228.695	4.235102	4.372627	3.197887	
test67.tif	2048	1536	fast_grid	54	54	1	52.256	3.823	0.018	208.772	34.889	28.360	273.222	197.641	3.660025	5.059669	3.866150	
test68.tif	2048	1536	fast_grid	54	54	1	49.048	3.294	0.018	190.086	34.412	28.831	253.722	212.831	3.941322	4.698556	3.520107	
test69.tif	2048	1536	fast_grid	54	54	1	56.636	4.276	0.018	191.428	35.437	27.955	255.203	211.596	3.918453	4.725978	3.544958	
test6.tif	2048	1536	fast_grid	54	54	1	55.600	4.080	0.017	215.051	34.447	28.671	278.549	193.862	3.590028	5.158321	3.982420	
test70.tif	2048	1536	fast_grid	54	54	1	48.009	2.937	0.016	205.628	34.795	28.674	269.461	200.400	3.711108	4.990024	3.807931	
test71.tif	2048	1536	fast_grid	54	54	1	55.328	4.002	0.023	187.265	34.591	28.659	250.918	215.210	3.985369	4.646626	3.467865	
test72.tif	2048	1536	fast_grid	54	54	1	48.382	3.106	0.018	204.051	34.343	28.855	267.610	201.786	3.736782	4.955739	3.778730	
test73.tif	2048	1536	fast_grid	54	54	1	47.642	2.935	0.017	173.472	34.178	28.724	236.735	228.103	4.224136	4.383978	3.212442	
test74.tif	2048	1536	fast_grid	54	54	1	50.164	3.428	0.017	205.689	34.392	28.756	269.928	200.053	3.704693	4.998665	3.809048	
test75.tif	2048	1536	fast_grid	54	54	1	53.645	3.530	0.019	185.387	33.526	29.562	248.825	217.020	4.018886	4.607873	3.433091	
test76.tif	2048	1536	fast_grid	54	54	1	59.102	4.291	0.017	189.368	34.023	29.457	253.186	213.282	3.949659	4.688637	3.506815	
test77.tif	2048	1536	fast_grid	54	54	1	58.623	4.119	0.017	210.865	33.810	29.380	274.388	196.802	3.644476	5.081257	3.904904	
test78.tif	2048	1536	fast_grid	54	54	1	51.780	2.925	0.017	211.242	35.837	27.772	275.277	196.166	3.632700	5.097729	3.911886	
test79.tif	2048	1536	fast_grid	54	54	1	55.232	3.951	0.036	186.316	34.315	29.083	250.118	215.898	3.998113	4.631815	3.450302	
test7.tif	2048	1536	fast_grid	54	54	1	48.991	3.160	0.027	206.244	34.540	28.760	269.892	200.080	3.705188	4.997997	3.819340	
test80.tif	2048	1536	fast_grid	54	54	1	47.828	2.907	0.032	174.825	34.310	28.795	238.314	226.591	4.196137	4.413230	3.237498	
test81.tif	2048	1536	fast_grid	54	54	1	49.537	3.188	0.024	207.101	37.977	25.486	272.374	198.257	3.671426	5.043958	3.835197	
test82.tif	2048	1536	fast_grid	54	54	1	50.267	3.347	0.025	185.606	35.732	27.312	249.039	216.834	4.015435	4.611833	3.437155	
test83.tif	2048	1536	fast_grid	54	54	1	56.706	4.329	0.022	187.866	36.015	27.340	251.575	214.648	3.974956	4.658798	3.478997	
test84.tif	2048	1536	fast_grid	54	54	1	55.909	4.025	0.022	211.143	34.111	28.762	274.362	196.820	3.644820	5.080777	3.910061	
test85.tif	2048	1536	fast_grid	54	54	1	49.096	2.935	0.020	203.148	36.757	26.724	266.991	202.254	3.745440	4.944284	3.762007	
test86.tif	2048	1536	fast_grid	54	54	1	55.777	3.964	0.025	186.404	34.585	28.516	249.848	216.131	4.002428	4.626821	3.451935	
test87.tif	2048	1536	fast_grid	54	54	1	48.520	3.102	0.019	203.349	36.722	26.543	266.981	202.261	3.745580	4.944099	3.765716	
test88.tif	2048	1536	fast_grid	54	54	1	48.444	2.894	0.023	182.024	37.158	25.721	245.337	220.106	4.076034	4.543269	3.370810	
test89.tif	2048	1536	fast_grid	54	54	1	49.102	3.216	0.033	209.163	37.923	25.529	274.627	196.630	3.641297	5.085694	3.873388	
test8.tif	2048	1536	fast_grid	54	54	1	49.735	3.279	0.026	177.087	34.338	28.299	240.182	224.830	4.163518	4.447806	3.279391	
test90.tif	2048	1536	fast_grid	54	54	1	56.885	4.294	0.021	170.015	36.012	26.990	233.394	231.368	4.284600	4.322111	3.148428	
test91.tif	2048	1536	fast_grid	54	54	1	56.373	4.209	0.024	161.016	35.897	26.672	224.062	241.005	4.463049	4.149297	2.981782	
test92.tif	2048	1536	fast_grid	54	54	1	48.922	2.932	0.022	130.077	36.286	26.920	193.803	278.633	5.159867	3.588952	2.408831	
test93.tif	2048	1536	fast_grid	54	54	1	56.513	4.191	0.030	151.892	35.619	27.263	215.271	250.846	4.645300	3.986507	2.812816	
test94.tif	2048	1536	fast_grid	54	54	1	52.823	3.156	0.022	138.542	36.305	26.592	201.896	267.465	4.953046	3.738814	2.565584	
test95.tif	2048	1536	fast_grid	54	54	1	51.890	3.035	0.024	143.022	34.522	28.050	205.942	262.210	4.855738	3.813739	2.648552	
test96.tif	2048	1536	fast_grid	54	54	1	60.289	3.395	0.020	136.201	36.910	25.937	200.920	268.764	4.977103	3.720743	2.522241	
test97.tif	2048	1536	fast_grid	54	54	1	61.629	3.568	0.032	138.404	38.039	25.089	202.098	267.197	4.948084	3.742564	2.563041	
test98.tif	2048	1536	fast_grid	54	54	1	49.021	3.061	0.045	129.535	36.002	27.034	192.946	279.871	5.182788	3.573080	2.398794	
test99.tif	2048	1536	fast_grid	54	54	1	49.680	3.293	0.040	123.852	34.951	27.820	186.961	288.831	5.348717	3.462236	2.293559	
test9.tif	2048	1536	fast_grid	54	54	1	50.006	3.102	0.030	124.681	35.064	27.590	187.648	287.773	5.329132	3.474959	2.308908	
