file	W	H	mode	total_tiles_possible	valid_tiles	num_batches	t_decode_compute_ms	t_tile_compute_ms	t_decode_wait_ms	t_pre_ms	t_submit_ms	t_sync_wait_ms	t_total_ms	tile_per_s	img_per_s	avg_ms_per_tile_total	pre_ms_per_tile	note
test42.tif	2048	1536	fast_grid	54	54	1	44.106	3.147	0.017	125.670	31.889	30.881	188.715	286.146	5.299005	3.494716	2.327229	
test43.tif	2048	1536	fast_grid	54	54	1	41.691	3.384	0.016	124.939	32.019	30.917	188.157	286.994	5.314703	3.484394	2.313685	
test44.tif	2048	1536	fast_grid	54	54	1	43.590	3.120	0.016	122.604	32.100	30.767	185.769	290.684	5.383029	3.440167	2.270437	
test45.tif	2048	1536	fast_grid	54	54	1	40.149	3.022	0.016	122.428	32.016	30.739	185.484	291.130	5.391287	3.434897	2.267184	
test46.tif	2048	1536	fast_grid	54	54	1	43.402	3.073	0.016	124.676	32.827	30.035	187.853	287.459	5.323320	3.478754	2.308806	
test47.tif	2048	1536	fast_grid	54	54	1	42.502	3.066	0.019	132.500	32.234	30.556	195.639	276.019	5.111465	3.622937	2.453701	
test48.tif	2048	1536	fast_grid	54	54	1	43.354	3.086	0.018	128.086	32.315	30.377	191.120	282.545	5.232311	3.539262	2.371963	
test49.tif	2048	1536	fast_grid	54	54	1	41.951	3.423	0.019	132.426	31.836	30.869	195.463	276.268	5.116071	3.619676	2.452336	
test4.tif	2048	1536	fast_grid	54	54	1	43.863	3.174	0.016	122.610	32.454	30.378	186.613	289.369	5.358678	3.455800	2.270560	
test50.tif	2048	1536	fast_grid	54	54	1	39.943	3.024	0.019	134.394	32.217	30.667	197.622	273.249	5.060163	3.659668	2.488781	
test51.tif	2048	1536	fast_grid	54	54	1	44.277	3.171	0.027	132.579	33.155	29.814	196.000	275.510	5.102032	3.629636	2.455169	
test52.tif	2048	1536	fast_grid	54	54	1	41.761	3.125	0.020	128.658	32.350	30.376	191.787	281.562	5.214118	3.551611	2.382550	
test53.tif	2048	1536	fast_grid	54	54	1	43.513	3.125	0.021	129.170	32.794	29.948	192.322	280.779	5.199614	3.561518	2.392029	
test54.tif	2048	1536	fast_grid	54	54	1	42.236	3.504	0.019	133.443	32.731	30.162	196.687	274.548	5.084231	3.642344	2.471161	
test55.tif	2048	1536	fast_grid	54	54	1	43.806	3.121	0.020	127.697	33.008	29.760	190.812	283.002	5.240771	3.533548	2.364751	
test56.tif	2048	1536	fast_grid	54	54	1	40.535	3.013	0.020	131.633	32.819	29.921	194.715	277.329	5.135721	3.605827	2.437649	
test57.tif	2048	1536	fast_grid	54	54	1	45.239	3.123	0.019	122.297	32.900	29.861	186.312	289.836	5.367328	3.450231	2.264763	
test58.tif	2048	1536	fast_grid	54	54	1	42.557	3.161	0.018	133.041	32.709	30.182	196.290	275.103	5.094498	3.635003	2.463729	
test59.tif	2048	1536	fast_grid	54	54	1	44.096	3.140	0.018	133.955	32.660	30.113	197.064	274.023	5.074500	3.649329	2.480651	
test5.tif	2048	1536	fast_grid	54	54	1	41.961	3.663	0.019	130.037	32.889	29.851	193.141	279.588	5.177563	3.576686	2.408086	
test60.tif	2048	1536	fast_grid	54	54	1	43.032	3.116	0.019	128.057	32.829	29.902	191.155	282.493	5.231353	3.539910	2.371431	
test61.tif	2048	1536	fast_grid	54	54	1	40.057	3.076	0.018	133.507	32.603	30.110	196.575	274.704	5.087106	3.640285	2.472354	
test62.tif	2048	1536	fast_grid	54	54	1	44.221	3.153	0.018	127.482	32.822	29.934	190.630	283.271	5.245765	3.530185	2.360780	
test63.tif	2048	1536	fast_grid	54	54	1	41.807	3.077	0.022	136.105	32.554	30.434	199.485	270.697	5.012907	3.694167	2.520456	
test64.tif	2048	1536	fast_grid	54	54	1	43.804	3.113	0.019	122.929	32.736	30.146	186.986	288.792	5.348001	3.462699	2.276457	
test65.tif	2048	1536	fast_grid	54	54	1	42.117	3.475	0.019	133.171	32.785	30.089	196.374	274.985	5.092316	3.636561	2.466124	
test66.tif	2048	1536	fast_grid	54	54	1	43.692	3.128	0.019	133.708	32.191	30.676	196.893	274.261	5.078909	3.646160	2.476074	
test67.tif	2048	1536	fast_grid	54	54	1	38.831	2.948	0.017	126.936	32.122	30.681	190.077	284.095	5.261021	3.519948	2.350673	
test68.tif	2048	1536	fast_grid	54	54	1	43.568	3.077	0.016	126.976	32.026	30.714	190.045	284.143	5.261909	3.519354	2.351406	
test69.tif	2048	1536	fast_grid	54	54	1	40.930	3.031	0.015	133.435	32.226	30.589	196.643	274.609	5.085355	3.641539	2.471019	
test6.tif	2048	1536	fast_grid	54	54	1	44.043	3.147	0.020	203.843	32.537	30.326	267.117	202.159	3.743682	4.946606	3.774875	
test70.tif	2048	1536	fast_grid	54	54	1	41.918	3.460	0.019	131.577	32.789	30.044	194.737	277.297	5.135124	3.606245	2.436604	
test71.tif	2048	1536	fast_grid	54	54	1	43.609	3.136	0.021	125.334	32.813	30.053	189.323	285.227	5.281984	3.505978	2.320995	
test72.tif	2048	1536	fast_grid	54	54	1	42.810	3.104	0.024	133.879	32.665	30.127	197.078	274.004	5.074140	3.649588	2.479243	
test73.tif	2048	1536	fast_grid	54	54	1	41.364	2.917	0.022	138.848	32.645	30.233	202.111	267.179	4.947765	3.742805	2.571255	
test74.tif	2048	1536	fast_grid	54	54	1	41.351	3.079	0.019	126.632	32.685	30.139	189.796	284.516	5.268813	3.514742	2.345030	
test75.tif	2048	1536	fast_grid	54	54	1	43.489	3.105	0.021	128.433	33.006	29.734	191.542	281.923	5.220799	3.547066	2.378396	
test76.tif	2048	1536	fast_grid	54	54	1	42.014	3.503	0.019	134.246	32.576	30.149	197.333	273.649	5.067573	3.654317	2.486046	
test77.tif	2048	1536	fast_grid	54	54	1	43.206	2.933	0.018	132.471	32.936	29.801	195.646	276.009	5.111274	3.623073	2.453169	
test78.tif	2048	1536	fast_grid	54	54	1	40.101	3.010	0.022	134.498	33.679	29.261	197.971	272.767	5.051239	3.666134	2.490710	
test79.tif	2048	1536	fast_grid	54	54	1	44.361	3.094	0.035	122.887	32.425	30.344	186.888	288.942	5.350785	3.460898	2.275687	
test7.tif	2048	1536	fast_grid	54	54	1	41.670	3.121	0.039	132.008	32.124	30.887	195.418	276.331	5.117237	3.618851	2.444586	
test80.tif	2048	1536	fast_grid	54	54	1	44.102	3.125	0.028	132.902	31.977	30.903	196.169	275.273	5.097639	3.632764	2.461142	
test81.tif	2048	1536	fast_grid	54	54	1	41.947	6.862	0.029	130.675	32.041	30.797	193.865	278.545	5.158236	3.590087	2.419908	
test82.tif	2048	1536	fast_grid	54	54	1	43.443	3.127	0.018	130.216	32.122	30.663	193.338	279.304	5.172293	3.580331	2.411415	
test83.tif	2048	1536	fast_grid	54	54	1	40.133	3.065	0.019	137.763	32.358	30.527	201.104	268.518	4.972559	3.724143	2.551171	
test84.tif	2048	1536	fast_grid	54	54	1	43.844	3.157	0.020	127.724	32.021	30.758	190.894	282.879	5.238508	3.535075	2.365258	
test85.tif	2048	1536	fast_grid	54	54	1	41.992	3.149	0.020	129.849	31.626	31.109	192.925	279.902	5.183369	3.572680	2.404614	
test86.tif	2048	1536	fast_grid	54	54	1	43.946	3.116	0.019	122.926	31.887	30.898	187.002	288.768	5.347547	3.462993	2.276411	
test87.tif	2048	1536	fast_grid	54	54	1	42.545	3.397	0.020	134.558	31.490	31.279	197.688	273.158	5.058474	3.660890	2.491812	
test88.tif	2048	1536	fast_grid	54	54	1	43.772	3.126	0.019	137.062	31.440	31.393	200.292	269.606	4.992702	3.709117	2.538184	
test89.tif	2048	1536	fast_grid	54	54	1	40.653	3.074	0.023	131.016	31.866	31.007	194.268	277.966	5.147523	3.597559	2.426229	
test8.tif	2048	1536	fast_grid	54	54	1	43.711	3.154	0.017	130.919	32.019	30.822	194.117	278.183	5.151529	3.594762	2.424419	
test90.tif	2048	1536	fast_grid	54	54	1	42.524	3.149	0.018	131.596	31.825	31.001	194.778	277.238	5.134043	3.607005	2.436971	
test91.tif	2048	1536	fast_grid	54	54	1	44.081	3.159	0.018	127.528	32.055	30.635	190.579	283.347	5.247173	3.529237	2.361630	
test92.tif	2048	1536	fast_grid	54	54	1	41.981	3.470	0.019	132.114	31.973	30.887	195.329	276.457	5.119580	3.617195	2.446556	
test93.tif	2048	1536	fast_grid	54	54	1	48.206	3.163	0.017	125.125	32.327	30.618	189.305	285.254	5.282478	3.505650	2.317129	
test94.tif	2048	1536	fast_grid	54	54	1	40.200	3.134	0.021	187.829	32.887	30.018	251.269	214.909	3.979799	4.653129	3.478319	
test95.tif	2048	1536	fast_grid	54	54	1	43.970	3.124	0.020	132.507	32.340	30.507	195.715	275.911	5.109472	3.624351	2.453836	
test96.tif	2048	1536	fast_grid	54	54	1	41.728	3.154	0.022	126.697	32.486	30.348	189.880	284.391	5.266495	3.516289	2.346249	
test97.tif	2048	1536	fast_grid	54	54	1	44.601	3.149	0.022	125.799	32.462	30.307	188.846	285.948	5.295326	3.497144	2.329603	
test98.tif	2048	1536	fast_grid	54	54	1	39.498	3.105	0.021	135.560	32.572	30.206	198.603	271.899	5.035166	3.677836	2.510365	
test99.tif	2048	1536	fast_grid	54	54	1	43.582	3.184	0.022	129.245	32.504	30.296	192.344	280.747	5.199020	3.561925	2.393435	
test9.tif	2048	1536	fast_grid	54	54	1	41.190	3.047	0.019	129.212	32.380	30.364	192.243	280.895	5.201751	3.560055	2.392813	
